"field:1","field:2","field:3","field:4","field:5","field:6","field:7","field:8","field:9"
3.0,0.0,0.0,1.5,29.0,2.0,0.0,2.0,-1.0
2.0,0.0,0.0,1.0,34.0,0.0,2.0,2.0,-1.0
14.0,0.0,0.0,1.0,26.0,1.0,2.0,2.0,-1.0
4.0,0.0,0.0,1.5,27.0,3.0,0.0,3.0,1.0
7.0,0.0,0.0,1.5,18.0,3.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,56.0,1.0,0.0,2.0,1.0
4.0,1.0,0.0,1.5,42.0,1.0,1.0,2.0,-1.0
0.0,0.0,0.0,4.0,58.0,2.0,0.0,1.0,1.0
6.0,1.0,0.0,1.5,56.0,1.0,2.0,1.0,-1.0
2.0,0.0,0.0,1.0,30.0,1.0,0.0,2.0,-1.0
4.0,1.0,0.0,1.5,18.0,1.0,0.0,2.0,-1.0
1.0,0.0,0.0,1.5,26.0,2.0,0.0,3.0,-1.0
1.0,0.0,0.0,1.5,55.0,0.0,1.0,3.0,1.0
3.0,1.0,0.0,1.5,22.0,1.0,0.0,2.0,-1.0
4.0,1.0,0.0,1.0,26.0,2.0,0.0,1.0,-1.0
6.0,0.0,0.0,1.0,18.0,1.0,0.0,2.0,1.0
1.0,1.0,1.0,1.5,27.0,2.0,0.0,1.0,-1.0
2.0,0.0,0.0,1.0,38.0,0.0,2.0,2.0,1.0
0.0,0.0,0.0,1.5,58.0,1.0,0.0,3.0,1.0
7.0,1.0,1.0,1.5,45.0,3.0,0.0,2.0,-1.0
0.0,0.0,0.0,4.0,22.0,0.0,4.0,1.0,-1.0
10.0,1.0,1.0,1.5,25.0,1.0,2.0,2.0,-1.0
8.0,1.0,1.0,1.5,57.0,0.0,2.0,2.0,-1.0
4.0,1.0,0.0,4.0,40.0,0.0,0.0,3.0,-1.0
4.0,1.0,0.0,1.0,42.0,0.0,2.0,1.0,-1.0
11.0,1.0,0.0,1.5,24.0,0.0,3.0,1.0,-1.0
6.0,1.0,1.0,1.0,38.0,1.0,2.0,1.0,-1.0
3.0,1.0,0.0,4.0,36.0,0.0,1.0,3.0,-1.0
0.0,0.0,1.0,4.0,50.0,2.0,0.0,1.0,1.0
3.0,1.0,0.0,1.5,42.0,1.0,0.0,2.0,-1.0
4.0,1.0,0.0,1.5,64.0,2.0,2.0,1.0,-1.0
0.0,0.0,0.0,1.5,64.0,1.0,0.0,2.0,1.0
2.0,1.0,1.0,1.5,56.0,3.0,0.0,1.0,-1.0
3.0,1.0,0.0,4.0,36.0,0.0,1.0,3.0,-1.0
2.0,0.0,0.0,1.5,33.0,2.0,0.0,2.0,1.0
4.0,0.0,0.0,1.0,62.0,0.0,2.0,2.0,-1.0
1.0,1.0,0.0,1.5,34.0,0.0,0.0,2.0,-1.0
2.0,1.0,1.0,1.5,63.0,0.0,3.0,1.0,-1.0
0.0,0.0,0.0,1.5,63.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,49.0,0.0,3.0,2.0,1.0
6.0,0.0,0.0,1.0,30.0,1.0,0.0,2.0,1.0
3.0,1.0,0.0,1.5,34.0,0.0,1.0,2.0,-1.0
6.0,0.0,0.0,1.5,28.0,3.0,2.0,2.0,1.0
0.0,0.0,0.0,4.0,54.0,2.0,0.0,1.0,1.0
0.0,0.0,0.0,1.5,47.0,1.0,0.0,3.0,-1.0
5.0,1.0,0.0,1.5,18.0,0.0,0.0,2.0,-1.0
14.0,1.0,0.0,1.0,26.0,2.0,2.0,1.0,-1.0
2.0,1.0,0.0,1.0,26.0,0.0,0.0,1.0,-1.0
0.0,0.0,0.0,1.5,53.0,1.0,0.0,3.0,1.0
9.0,1.0,0.0,1.5,22.0,2.0,1.0,2.0,-1.0
4.0,0.0,0.0,4.0,32.0,0.0,1.0,4.0,-1.0
2.0,0.0,0.0,1.5,26.0,1.0,0.0,3.0,1.0
7.0,1.0,0.0,1.5,21.0,2.0,0.0,2.0,-1.0
12.0,1.0,0.0,1.0,26.0,0.0,2.0,1.0,-1.0
6.0,0.0,0.0,1.5,36.0,3.0,0.0,2.0,1.0
4.0,0.0,1.0,4.0,34.0,2.0,0.0,1.0,1.0
5.0,0.0,0.0,1.5,27.0,2.0,0.0,3.0,1.0
6.0,1.0,1.0,1.0,22.0,3.0,0.0,1.0,-1.0
2.0,0.0,0.0,1.0,38.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,4.0,46.0,3.0,0.0,1.0,-1.0
2.0,0.0,0.0,1.5,20.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,44.0,1.0,0.0,2.0,1.0
3.0,0.0,0.0,1.5,25.0,2.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,36.0,2.0,2.0,2.0,1.0
0.0,0.0,0.0,1.0,30.0,0.0,0.0,2.0,-1.0
8.0,0.0,0.0,4.0,22.0,3.0,0.0,1.0,1.0
14.0,1.0,0.0,1.5,32.0,2.0,2.0,1.0,-1.0
4.0,0.0,0.0,1.5,33.0,2.0,0.0,2.0,1.0
4.0,0.0,0.0,1.5,48.0,2.0,0.0,2.0,1.0
11.0,0.0,0.0,1.5,32.0,0.0,3.0,2.0,1.0
3.0,1.0,0.0,4.0,56.0,0.0,0.0,3.0,-1.0
4.0,0.0,0.0,1.0,30.0,2.0,0.0,2.0,-1.0
0.0,0.0,0.0,1.5,67.0,1.0,0.0,3.0,1.0
7.0,1.0,0.0,4.0,16.0,0.0,1.0,3.0,-1.0
8.0,0.0,0.0,1.5,32.0,2.0,0.0,2.0,1.0
8.0,0.0,0.0,1.0,22.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,56.0,1.0,0.0,2.0,1.0
2.0,0.0,0.0,4.0,44.0,0.0,0.0,4.0,-1.0
8.0,1.0,0.0,1.5,31.0,0.0,2.0,2.0,-1.0
4.0,0.0,1.0,4.0,26.0,4.0,0.0,1.0,1.0
3.0,0.0,1.0,1.5,22.0,2.0,0.0,3.0,1.0
0.0,0.0,0.0,4.0,38.0,0.0,4.0,1.0,1.0
2.0,0.0,0.0,1.5,20.0,1.0,0.0,2.0,1.0
4.0,1.0,0.0,1.0,42.0,0.0,2.0,1.0,-1.0
8.0,1.0,1.0,1.5,47.0,0.0,3.0,1.0,-1.0
8.0,0.0,0.0,1.5,19.0,0.0,2.0,3.0,1.0
4.0,0.0,0.0,1.5,36.0,1.0,0.0,2.0,1.0
16.0,0.0,0.0,4.0,30.0,0.0,4.0,1.0,-1.0
0.0,0.0,0.0,1.5,50.0,1.0,0.0,3.0,-1.0
5.0,1.0,0.0,1.5,27.0,0.0,3.0,1.0,-1.0
4.0,1.0,0.0,1.5,51.0,0.0,2.0,2.0,-1.0
12.0,1.0,1.0,1.5,52.0,1.0,3.0,1.0,-1.0
6.0,1.0,0.0,1.5,48.0,1.0,3.0,1.0,-1.0
6.0,1.0,0.0,1.5,38.0,1.0,1.0,2.0,-1.0
8.0,0.0,0.0,4.0,42.0,5.0,0.0,1.0,1.0
5.0,0.0,0.0,4.0,28.0,0.0,1.0,4.0,-1.0
4.0,1.0,0.0,4.0,40.0,0.0,1.0,3.0,-1.0
0.0,0.0,0.0,1.5,36.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,18.0,1.0,0.0,3.0,1.0
3.0,1.0,0.0,1.5,34.0,2.0,0.0,2.0,-1.0
1.0,1.0,0.0,1.5,26.0,0.0,0.0,2.0,-1.0
9.0,0.0,0.0,1.5,32.0,3.0,1.0,2.0,1.0
4.0,1.0,0.0,1.5,60.0,1.0,2.0,1.0,-1.0
2.0,1.0,0.0,1.5,31.0,0.0,3.0,1.0,-1.0
6.0,0.0,0.0,1.0,34.0,1.0,2.0,2.0,1.0
0.0,0.0,0.0,1.0,22.0,0.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,32.0,2.0,0.0,2.0,-1.0
10.0,0.0,0.0,1.0,42.0,0.0,2.0,2.0,-1.0
0.0,0.0,0.0,1.0,54.0,1.0,0.0,2.0,1.0
4.0,0.0,0.0,4.0,42.0,2.0,0.0,1.0,1.0
6.0,1.0,0.0,1.5,16.0,0.0,2.0,1.0,-1.0
10.0,0.0,0.0,1.5,16.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,66.0,0.0,0.0,2.0,1.0
3.0,0.0,0.0,1.5,20.0,2.0,0.0,2.0,1.0
4.0,0.0,0.0,1.5,30.0,1.0,0.0,3.0,1.0
10.0,1.0,0.0,1.5,28.0,2.0,0.0,1.0,-1.0
2.0,0.0,0.0,1.5,16.0,1.0,0.0,2.0,-1.0
8.0,0.0,0.0,4.0,34.0,0.0,4.0,1.0,-1.0
0.0,0.0,0.0,1.0,66.0,1.0,0.0,2.0,-1.0
2.0,0.0,0.0,1.0,38.0,0.0,2.0,2.0,1.0
4.0,1.0,0.0,1.5,32.0,1.0,2.0,1.0,-1.0
8.0,1.0,0.0,1.5,32.0,1.0,2.0,1.0,-1.0
6.0,0.0,0.0,1.5,14.0,1.0,1.0,3.0,1.0
2.0,0.0,0.0,1.0,54.0,0.0,0.0,2.0,-1.0
16.0,1.0,1.0,1.5,19.0,0.0,3.0,1.0,-1.0
4.0,0.0,0.0,1.0,18.0,0.0,2.0,2.0,1.0
0.0,0.0,0.0,4.0,58.0,2.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,70.0,0.0,0.0,2.0,-1.0
10.0,1.0,0.0,1.5,35.0,1.0,2.0,2.0,-1.0
8.0,1.0,0.0,1.5,42.0,2.0,0.0,2.0,-1.0
6.0,1.0,1.0,1.5,35.0,2.0,0.0,2.0,-1.0
4.0,0.0,0.0,1.5,52.0,1.0,0.0,2.0,1.0
1.0,1.0,0.0,4.0,52.0,1.0,0.0,3.0,-1.0
11.0,1.0,1.0,1.5,36.0,0.0,3.0,1.0,-1.0
3.0,0.0,0.0,1.5,34.0,1.0,0.0,3.0,-1.0
3.0,0.0,0.0,4.0,32.0,0.0,0.0,4.0,-1.0
0.0,0.0,0.0,1.5,52.0,1.0,0.0,2.0,1.0
5.0,1.0,0.0,1.5,46.0,0.0,1.0,2.0,-1.0
2.0,0.0,0.0,1.5,46.0,2.0,0.0,3.0,1.0
4.0,0.0,0.0,1.0,38.0,0.0,2.0,2.0,1.0
8.0,1.0,0.0,1.0,30.0,4.0,0.0,1.0,-1.0
6.0,0.0,0.0,1.5,33.0,2.0,0.0,2.0,1.0
1.0,1.0,0.0,4.0,72.0,0.0,1.0,3.0,-1.0
2.0,0.0,0.0,1.0,30.0,1.0,0.0,2.0,1.0
4.0,0.0,0.0,1.5,43.0,3.0,1.0,2.0,1.0
1.0,0.0,0.0,1.5,47.0,2.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,54.0,1.0,0.0,3.0,-1.0
0.0,0.0,0.0,4.0,30.0,0.0,4.0,1.0,-1.0
2.0,0.0,0.0,1.5,32.0,0.0,2.0,2.0,1.0
1.0,0.0,0.0,1.5,42.0,1.0,1.0,3.0,1.0
4.0,0.0,0.0,1.0,22.0,0.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,40.0,1.0,0.0,2.0,1.0
6.0,1.0,0.0,1.5,24.0,3.0,0.0,1.0,-1.0
0.0,0.0,0.0,1.5,56.0,1.0,0.0,2.0,1.0
4.0,0.0,0.0,1.5,43.0,1.0,0.0,3.0,1.0
2.0,0.0,0.0,1.0,46.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,44.0,1.0,2.0,2.0,1.0
3.0,1.0,0.0,1.5,49.0,2.0,1.0,2.0,-1.0
6.0,1.0,0.0,1.5,26.0,2.0,1.0,2.0,-1.0
1.0,1.0,0.0,1.5,55.0,4.0,0.0,1.0,-1.0
2.0,0.0,0.0,1.0,30.0,0.0,2.0,2.0,-1.0
4.0,0.0,0.0,1.0,22.0,0.0,2.0,2.0,-1.0
4.0,0.0,0.0,1.5,34.0,1.0,0.0,3.0,1.0
5.0,1.0,0.0,4.0,44.0,0.0,1.0,3.0,-1.0
14.0,1.0,0.0,1.5,36.0,1.0,2.0,1.0,-1.0
1.0,1.0,1.0,1.5,31.0,3.0,0.0,1.0,-1.0
3.0,0.0,0.0,1.5,54.0,2.0,0.0,3.0,1.0
0.0,0.0,0.0,4.0,46.0,1.0,0.0,1.0,1.0
4.0,0.0,0.0,1.5,21.0,1.0,2.0,3.0,1.0
0.0,0.0,0.0,1.5,31.0,1.0,0.0,3.0,1.0
3.0,1.0,0.0,4.0,32.0,1.0,0.0,3.0,-1.0
0.0,0.0,0.0,1.5,66.0,1.0,0.0,3.0,1.0
4.0,0.0,0.0,1.5,40.0,0.0,3.0,2.0,1.0
0.0,0.0,0.0,1.5,58.0,2.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,62.0,1.0,0.0,3.0,1.0
4.0,0.0,0.0,1.5,60.0,1.0,0.0,2.0,1.0
3.0,1.0,0.0,4.0,36.0,1.0,1.0,3.0,1.0
2.0,0.0,0.0,1.5,48.0,2.0,0.0,2.0,1.0
4.0,1.0,1.0,1.5,39.0,2.0,1.0,1.0,-1.0
8.0,1.0,0.0,1.5,30.0,0.0,1.0,2.0,-1.0
1.0,1.0,0.0,1.5,70.0,2.0,0.0,2.0,-1.0
7.0,0.0,0.0,1.5,23.0,1.0,2.0,3.0,1.0
0.0,0.0,0.0,1.5,71.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,45.0,0.0,0.0,2.0,1.0
2.0,0.0,0.0,1.0,42.0,0.0,0.0,2.0,1.0
4.0,0.0,0.0,1.5,24.0,2.0,0.0,2.0,1.0
2.0,2.0,0.0,4.0,68.0,1.0,1.0,2.0,-1.0
1.0,0.0,0.0,4.0,60.0,0.0,0.0,4.0,-1.0
6.0,0.0,0.0,1.5,32.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,28.0,1.0,0.0,2.0,1.0
18.0,1.0,0.0,1.5,40.0,0.0,3.0,1.0,-1.0
1.0,1.0,0.0,1.5,39.0,2.0,0.0,2.0,1.0
6.0,1.0,1.0,1.5,32.0,3.0,2.0,1.0,-1.0
8.0,1.0,0.0,1.0,30.0,0.0,2.0,1.0,-1.0
2.0,0.0,0.0,1.5,35.0,1.0,0.0,3.0,1.0
6.0,0.0,0.0,1.5,43.0,5.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,51.0,2.0,0.0,2.0,1.0
10.0,0.0,0.0,1.0,42.0,1.0,2.0,2.0,-1.0
4.0,0.0,0.0,1.5,16.0,2.0,0.0,2.0,1.0
7.0,1.0,2.0,1.5,35.0,1.0,3.0,1.0,-1.0
2.0,0.0,0.0,1.5,32.0,1.0,0.0,2.0,1.0
8.0,1.0,1.0,1.5,49.0,0.0,2.0,2.0,-1.0
5.0,0.0,0.0,4.0,24.0,0.0,1.0,4.0,-1.0
6.0,0.0,0.0,4.0,16.0,1.0,0.0,4.0,-1.0
2.0,0.0,0.0,1.5,23.0,0.0,0.0,3.0,-1.0
6.0,1.0,0.0,1.5,29.0,0.0,3.0,1.0,-1.0
0.0,0.0,0.0,1.5,40.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,58.0,0.0,2.0,2.0,1.0
14.0,1.0,1.0,1.0,38.0,2.0,2.0,1.0,-1.0
3.0,0.0,0.0,1.5,26.0,1.0,0.0,3.0,-1.0
12.0,0.0,0.0,1.5,19.0,0.0,1.0,3.0,1.0
6.0,1.0,1.0,1.5,23.0,5.0,0.0,1.0,-1.0
2.0,1.0,0.0,1.5,30.0,0.0,0.0,2.0,-1.0
1.0,1.0,1.0,1.5,67.0,3.0,0.0,1.0,-1.0
4.0,1.0,0.0,1.5,36.0,2.0,0.0,1.0,1.0
2.0,0.0,0.0,1.5,42.0,1.0,0.0,3.0,-1.0
0.0,0.0,0.0,4.0,22.0,4.0,0.0,1.0,1.0
2.0,0.0,0.0,1.5,48.0,1.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,35.0,3.0,0.0,2.0,1.0
4.0,1.0,0.0,1.5,46.0,1.0,0.0,2.0,-1.0
14.0,0.0,0.0,1.5,29.0,0.0,2.0,3.0,1.0
2.0,1.0,1.0,1.5,55.0,3.0,0.0,1.0,-1.0
1.0,0.0,0.0,1.5,53.0,2.0,1.0,3.0,-1.0
5.0,0.0,0.0,1.5,46.0,1.0,0.0,3.0,1.0
7.0,0.0,0.0,1.5,25.0,2.0,0.0,3.0,1.0
28.0,0.0,1.0,4.0,22.0,0.0,4.0,1.0,-1.0
1.0,0.0,0.0,1.5,27.0,0.0,0.0,3.0,-1.0
5.0,1.0,0.0,1.5,42.0,2.0,0.0,2.0,-1.0
0.0,0.0,0.0,1.0,70.0,0.0,0.0,2.0,-1.0
1.0,0.0,0.0,1.5,24.0,2.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,53.0,0.0,2.0,3.0,1.0
4.0,0.0,0.0,1.5,40.0,2.0,0.0,2.0,-1.0
8.0,0.0,0.0,4.0,18.0,0.0,4.0,1.0,1.0
4.0,0.0,0.0,1.0,22.0,3.0,0.0,2.0,-1.0
1.0,1.0,0.0,1.5,46.0,0.0,1.0,2.0,-1.0
3.0,0.0,0.0,1.5,21.0,2.0,0.0,3.0,-1.0
4.0,1.0,0.0,1.0,38.0,1.0,0.0,1.0,-1.0
4.0,0.0,0.0,1.0,22.0,2.0,0.0,2.0,-1.0
4.0,0.0,0.0,1.5,26.0,1.0,0.0,3.0,1.0
6.0,1.0,0.0,1.5,24.0,2.0,0.0,1.0,1.0
6.0,1.0,0.0,1.0,50.0,2.0,0.0,1.0,-1.0
4.0,0.0,0.0,1.0,42.0,0.0,0.0,2.0,1.0
12.0,1.0,0.0,1.5,32.0,1.0,3.0,1.0,-1.0
4.0,0.0,0.0,1.5,40.0,0.0,2.0,2.0,1.0
2.0,2.0,0.0,4.0,64.0,1.0,1.0,2.0,-1.0
7.0,0.0,0.0,1.5,33.0,1.0,0.0,2.0,1.0
8.0,1.0,1.0,1.0,34.0,1.0,2.0,1.0,-1.0
3.0,0.0,0.0,1.5,36.0,1.0,0.0,2.0,1.0
8.0,0.0,1.0,4.0,42.0,0.0,4.0,1.0,1.0
2.0,1.0,0.0,1.5,56.0,2.0,1.0,1.0,-1.0
1.0,0.0,0.0,1.5,51.0,1.0,0.0,3.0,1.0
6.0,0.0,0.0,1.5,43.0,2.0,0.0,2.0,1.0
3.0,0.0,0.0,1.5,61.0,0.0,3.0,2.0,-1.0
0.0,0.0,0.0,1.5,36.0,2.0,0.0,2.0,-1.0
0.0,0.0,0.0,4.0,58.0,0.0,4.0,1.0,-1.0
0.0,0.0,0.0,1.0,74.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,50.0,1.0,0.0,2.0,1.0
8.0,1.0,1.0,1.5,45.0,2.0,1.0,2.0,-1.0
4.0,0.0,0.0,4.0,38.0,3.0,0.0,1.0,1.0
2.0,0.0,0.0,1.0,50.0,1.0,0.0,2.0,-1.0
4.0,1.0,0.0,1.0,46.0,0.0,2.0,1.0,-1.0
4.0,0.0,0.0,4.0,18.0,0.0,4.0,1.0,-1.0
2.0,0.0,0.0,1.0,58.0,1.0,0.0,2.0,-1.0
0.0,0.0,0.0,1.0,26.0,2.0,0.0,2.0,1.0
1.0,1.0,0.0,1.5,58.0,2.0,0.0,2.0,-1.0
0.0,0.0,1.0,4.0,38.0,3.0,0.0,1.0,1.0
0.0,0.0,0.0,1.5,46.0,1.0,0.0,3.0,1.0
5.0,1.0,0.0,1.5,50.0,1.0,1.0,2.0,-1.0
2.0,0.0,0.0,1.5,48.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,54.0,0.0,0.0,2.0,1.0
2.0,0.0,1.0,1.5,21.0,2.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,28.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,56.0,3.0,0.0,2.0,1.0
8.0,0.0,1.0,4.0,22.0,5.0,0.0,1.0,1.0
3.0,0.0,0.0,1.5,29.0,3.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,65.0,2.0,0.0,3.0,1.0
4.0,1.0,1.0,1.0,26.0,3.0,0.0,1.0,-1.0
2.0,1.0,0.0,1.5,34.0,1.0,0.0,2.0,-1.0
0.0,0.0,1.0,4.0,58.0,4.0,0.0,1.0,1.0
14.0,1.0,0.0,1.0,18.0,1.0,2.0,1.0,-1.0
4.0,0.0,0.0,1.5,52.0,2.0,0.0,2.0,1.0
4.0,0.0,1.0,4.0,52.0,2.0,0.0,4.0,-1.0
0.0,0.0,0.0,1.5,32.0,1.0,0.0,2.0,1.0
1.0,0.0,0.0,4.0,36.0,1.0,0.0,4.0,1.0
8.0,0.0,0.0,1.5,19.0,1.0,1.0,3.0,1.0
2.0,1.0,0.0,1.5,38.0,1.0,0.0,2.0,-1.0
4.0,0.0,0.0,1.5,12.0,1.0,2.0,2.0,-1.0
6.0,0.0,0.0,1.5,23.0,3.0,0.0,2.0,1.0
0.0,0.0,0.0,4.0,70.0,0.0,4.0,1.0,1.0
14.0,1.0,1.0,1.0,26.0,1.0,2.0,1.0,-1.0
0.0,0.0,0.0,1.0,26.0,0.0,2.0,2.0,1.0
4.0,0.0,0.0,1.0,42.0,2.0,0.0,2.0,1.0
8.0,0.0,1.0,4.0,22.0,2.0,0.0,1.0,1.0
1.0,1.0,0.0,1.5,65.0,2.0,0.0,2.0,-1.0
5.0,0.0,0.0,1.5,32.0,2.0,0.0,2.0,1.0
1.0,0.0,0.0,1.5,39.0,0.0,2.0,3.0,1.0
8.0,1.0,0.0,1.0,46.0,0.0,2.0,1.0,-1.0
0.0,0.0,0.0,4.0,22.0,4.0,0.0,1.0,1.0
4.0,1.0,0.0,1.5,44.0,0.0,2.0,1.0,-1.0
4.0,1.0,0.0,1.5,34.0,1.0,1.0,2.0,-1.0
1.0,1.0,0.0,1.5,38.0,1.0,0.0,2.0,-1.0
17.0,1.0,0.0,1.5,19.0,4.0,1.0,1.0,-1.0
1.0,1.0,0.0,1.5,33.0,2.0,0.0,2.0,-1.0
4.0,0.0,0.0,1.5,16.0,0.0,2.0,2.0,1.0
2.0,0.0,0.0,1.0,46.0,1.0,0.0,2.0,1.0
2.0,1.0,1.0,1.5,57.0,2.0,1.0,1.0,-1.0
8.0,1.0,0.0,1.5,44.0,2.0,0.0,1.0,-1.0
8.0,1.0,1.0,1.5,19.0,4.0,0.0,1.0,-1.0
3.0,1.0,0.0,1.5,54.0,0.0,1.0,2.0,-1.0
6.0,1.0,0.0,1.5,36.0,3.0,0.0,1.0,-1.0
3.0,1.0,0.0,1.5,50.0,0.0,1.0,2.0,-1.0
0.0,0.0,0.0,4.0,62.0,3.0,0.0,1.0,1.0
4.0,0.0,0.0,1.0,38.0,1.0,0.0,2.0,-1.0
0.0,0.0,0.0,1.5,61.0,1.0,3.0,2.0,1.0
1.0,1.0,0.0,1.5,66.0,1.0,0.0,2.0,-1.0
4.0,0.0,0.0,1.5,36.0,1.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,34.0,2.0,0.0,3.0,-1.0
2.0,1.0,0.0,1.0,58.0,1.0,0.0,1.0,-1.0
4.0,0.0,0.0,1.5,48.0,1.0,0.0,2.0,1.0
4.0,0.0,0.0,4.0,22.0,4.0,0.0,1.0,1.0
1.0,1.0,1.0,1.5,35.0,2.0,0.0,1.0,-1.0
2.0,0.0,0.0,1.5,40.0,1.0,0.0,2.0,1.0
4.0,0.0,0.0,4.0,18.0,0.0,4.0,1.0,-1.0
0.0,0.0,0.0,1.5,28.0,2.0,0.0,2.0,1.0
6.0,1.0,0.0,1.5,32.0,2.0,2.0,1.0,-1.0
1.0,1.0,0.0,1.5,66.0,1.0,0.0,2.0,-1.0
1.0,1.0,0.0,1.5,30.0,0.0,1.0,2.0,1.0
2.0,0.0,0.0,1.5,35.0,2.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,52.0,2.0,0.0,2.0,1.0
12.0,0.0,0.0,4.0,34.0,0.0,4.0,1.0,-1.0
2.0,0.0,0.0,1.5,32.0,2.0,0.0,2.0,1.0
3.0,1.0,1.0,1.5,64.0,1.0,3.0,1.0,-1.0
0.0,0.0,0.0,1.0,30.0,2.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,52.0,1.0,0.0,2.0,1.0
4.0,0.0,1.0,1.5,55.0,3.0,0.0,2.0,-1.0
5.0,0.0,0.0,1.5,17.0,1.0,0.0,3.0,1.0
7.0,1.0,0.0,1.5,46.0,2.0,1.0,2.0,-1.0
10.0,0.0,0.0,1.0,30.0,0.0,2.0,2.0,-1.0
4.0,1.0,1.0,1.5,49.0,0.0,2.0,2.0,-1.0
6.0,1.0,0.0,1.5,52.0,4.0,0.0,1.0,-1.0
2.0,0.0,0.0,1.5,40.0,3.0,0.0,2.0,-1.0
4.0,1.0,0.0,1.0,58.0,2.0,2.0,1.0,-1.0
7.0,1.0,0.0,1.5,33.0,2.0,1.0,2.0,-1.0
8.0,0.0,0.0,4.0,18.0,0.0,4.0,1.0,1.0
0.0,0.0,0.0,1.5,60.0,2.0,0.0,2.0,1.0
6.0,0.0,0.0,1.5,48.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,4.0,22.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,4.0,38.0,0.0,4.0,1.0,1.0
4.0,0.0,0.0,4.0,30.0,2.0,0.0,1.0,1.0
12.0,0.0,1.0,1.5,24.0,2.0,2.0,2.0,-1.0
0.0,0.0,0.0,1.5,48.0,1.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,15.0,1.0,0.0,3.0,1.0
4.0,0.0,0.0,1.5,48.0,1.0,0.0,2.0,1.0
21.0,0.0,1.0,1.5,29.0,1.0,3.0,2.0,-1.0
3.0,1.0,0.0,1.5,46.0,2.0,0.0,2.0,-1.0
12.0,0.0,0.0,1.5,28.0,2.0,2.0,2.0,1.0
8.0,1.0,0.0,1.0,22.0,1.0,2.0,1.0,-1.0
9.0,0.0,0.0,1.5,15.0,2.0,0.0,3.0,1.0
12.0,1.0,0.0,1.5,19.0,0.0,3.0,1.0,-1.0
4.0,0.0,0.0,4.0,34.0,0.0,4.0,1.0,-1.0
16.0,1.0,0.0,1.5,21.0,0.0,2.0,2.0,-1.0
0.0,0.0,1.0,1.5,48.0,3.0,0.0,2.0,1.0
5.0,1.0,0.0,4.0,56.0,0.0,1.0,3.0,-1.0
6.0,0.0,0.0,1.5,28.0,2.0,0.0,2.0,1.0
2.0,0.0,0.0,1.5,32.0,3.0,0.0,2.0,1.0
6.0,1.0,0.0,1.0,26.0,0.0,2.0,1.0,-1.0
2.0,1.0,0.0,1.5,53.0,2.0,1.0,2.0,-1.0
7.0,1.0,0.0,1.5,33.0,2.0,0.0,2.0,-1.0
2.0,1.0,0.0,1.0,14.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,4.0,26.0,4.0,0.0,1.0,1.0
2.0,0.0,0.0,1.0,38.0,0.0,0.0,2.0,-1.0
5.0,0.0,0.0,1.5,42.0,1.0,1.0,3.0,-1.0
3.0,0.0,0.0,1.5,42.0,2.0,0.0,3.0,-1.0
8.0,1.0,1.0,1.5,32.0,3.0,0.0,1.0,-1.0
8.0,0.0,0.0,1.5,25.0,3.0,0.0,3.0,1.0
0.0,0.0,0.0,4.0,30.0,2.0,0.0,1.0,1.0
4.0,0.0,0.0,1.0,22.0,0.0,2.0,2.0,-1.0
7.0,0.0,0.0,1.5,22.0,1.0,0.0,3.0,1.0
2.0,1.0,1.0,1.0,54.0,2.0,0.0,1.0,-1.0
1.0,1.0,0.0,1.5,62.0,1.0,1.0,2.0,-1.0
6.0,1.0,0.0,4.0,40.0,0.0,1.0,3.0,-1.0
0.0,0.0,0.0,1.5,31.0,0.0,0.0,3.0,1.0
